Comment;Sentimento;texto_limpo;y;User Verified;Thumbnail;Comment ID;Profile URL;Comment URL;Comment_limpo;Predicao;Unnamed: 0;Unnamed: 1;Name;Username;Profile ID;Date;Likes;Classe;Validado
"* não acessa redes sociais (internet no Motorola Spice magnífica por que não entrei no msn e minha amiga fica atualizando a cada 3 minutos twitter facebook orkut tudo automatico tirano que ela fica no msn online o dia inteiro &apos;&apos; e diz que a bateria dura 1 dia que melhor do que isso "" eu nunca entrei no msn * clip online no you tube Motorola Spice sim wave nunca consegui * tudo com MESMO CHIP ( MAIS A VELOCIDADE DA NET MUITO SUPERIOR Motorola Spice do wave e nem acesso para não perder a minha paciência... *sistema trava sim e muito , mais isso é normal mais eu coloquei um jogo java e o cel travou completamente e não consegui acessar desliguei e depois deletei o jogo então aplicativo só bata (sem variedade)... *gps só nome por que o Motorola Spice não paga vai online e o wave é 80 o do Brasil e acho que utiliza a internet ... nem aplicativo tem uma vergonha só tem a aparência SE ARREPENDIMENTO MATASSE ... as vezes eles atualiza e acaba melhorando os varios erros ... O que gostei: Design, verdade quem diria que esse celular é feio, para mim uns dos mais bonitos por ai ... touch screen muito bom e muito preciso ... O que não gostei: Começamos por todos do seu estilo como star (todos reclamando por que a capinha vem riscada mesmo de baixo do plástico imagine a gente risca mesmo mais cuidadoso possível, mais isso nem se compara pelo o que a de vir ... acesso a internet o pior que eu já vi meu chip entra muito demorado depois de tentar varias e varias vezes até a paciência esgotar o meu chip no cel da minha amiga(Motorola Spice) twitter meu la abre todos os contatos com foto e tudo mais uma beleza o meu cel não consegui entrar até hoje a ""falha na conexão"" e não da para ver redes sociais no meu cel e quando pesquisei algo no cel da menina uma rapidez as fotos carregou todas em 15 seg e o meu a página depois de um tempo carrega pouco e diz ""tempo esgotado"" para net esquece Motorola Spice gps uma beleza o meu wave 533 nem o aplicativo veio tem que pagar 80 reais arrependi 100 % e vidios no you tube audio travado e sem imagem e quando volta carrega novamente "" sem contar a demora"" sem contat os aplicativos só bada.";;não acessa redes sociais internet no motorola spice magnífica por que não entrei no msn e minha amiga fica atualizando a cada 3 minutos twitter facebook orkut tudo automatico tirano que ela fica no msn online o dia inteiro aposapos e diz que a bateria dura 1 dia que melhor do que isso  eu nunca entrei no msn  clip online no you tube motorola spice sim wave nunca consegui  tudo com mesmo chip  mais a velocidade da net muito superior motorola spice do wave e nem acesso para não perder a minha paciência sistema trava sim e muito  mais isso é normal mais eu coloquei um jogo java e o cel travou completamente e não consegui acessar desliguei e depois deletei o jogo então aplicativo só bata sem variedade gps só nome por que o motorola spice não paga vai online e o wave é 80 o do brasil e acho que utiliza a internet  nem aplicativo tem uma vergonha só tem a aparência se arrependimento matasse  as vezes eles atualiza e acaba melhorando os varios erros  o que gostei design verdade quem diria que esse celular é feio para mim uns dos mais bonitos por ai  touch screen muito bom e muito preciso  o que não gostei começamos por todos do seu estilo como star todos reclamando por que a capinha vem riscada mesmo de baixo do plástico imagine a gente risca mesmo mais cuidadoso possível mais isso nem se compara pelo o que a de vir  acesso a internet o pior que eu já vi meu chip entra muito demorado depois de tentar varias e varias vezes até a paciência esgotar o meu chip no cel da minha amigamotorola spice twitter meu la abre todos os contatos com foto e tudo mais uma beleza o meu cel não consegui entrar até hoje a falha na conexão e não da para ver redes sociais no meu cel e quando pesquisei algo no cel da menina uma rapidez as fotos carregou todas em 15 seg e o meu a página depois de um tempo carrega pouco e diz tempo esgotado para net esquece motorola spice gps uma beleza o meu wave 533 nem o aplicativo veio tem que pagar 80 reais arrependi 100  e vidios no you tube audio travado e sem imagem e quando volta carrega novamente  sem contar a demora sem contat os aplicativos só bada;-1;;;;;;;;;;;;;;;Negativo;
Comprei uma máquina achando que iria resolver os meus problemas, mas vi que foi totalmente o contrário. A máquina lava e seca da Samsung é de péssima qualidade. Não dura nada e não realiza o trabalho que deveria fazer. Essa foi a pior compra da minha vida ! E sabe o que a Samsung me falou quando eu disse que o serviço autorizado deles não estava conseguindo consertar a minha máquina: ?procure um tecnico de sua confiança?. Eles só podem estar de brincadeira com o consumidor, não é mesmo ? É para chamar um tecnico da Brastemp será ?? Até agora estou sem a secadora funcionando. A Samsung é péssima e o serviço autorizado dela é péssimo também ! NÃO COMPREM LAVA E SECA SAMSUNG. O que gostei: Nada O que não gostei: A secadora é lenta. Secar uma roupa de cama de solteiro, quando a maquina funcionava, levava duas horas e trinta minutos, absurdo !;;comprei uma máquina achando que iria resolver os meus problemas mas vi que foi totalmente o contrário a máquina lava e seca da samsung é de péssima qualidade não dura nada e não realiza o trabalho que deveria fazer essa foi a pior compra da minha vida  e sabe o que a samsung me falou quando eu disse que o serviço autorizado deles não estava conseguindo consertar a minha máquina procure um tecnico de sua confiança eles só podem estar de brincadeira com o consumidor não é mesmo  é para chamar um tecnico da brastemp será  até agora estou sem a secadora funcionando a samsung é péssima e o serviço autorizado dela é péssimo também  não comprem lava e seca samsung o que gostei nada o que não gostei a secadora é lenta secar uma roupa de cama de solteiro quando a maquina funcionava levava duas horas e trinta minutos absurdo;-1;;;;;;;;;;;;;;;Negativo;
Tem eficiência muito baixa. Ele joga o ar do ambiente para fora o que causa uma pressão negativa no ambiente, fazendo com que o ar de fora do ambiente entre pelo vão das portas e janelas. Acontece que o ar de fora do ambiente é quente. A pressão negativa que ele cria no ambiente é grande que pode ser notada ao destrancar a porta, ele abre sozinha para o ar de fora entrar devido a diferença de pressão. Não comprem, é realmente muito ruim. O que gostei: Não há necessidade de quebrar a parede O que não gostei: Muito pouco eficiente, só refresca se você apontar a saída de ar para você.;;tem eficiência muito baixa ele joga o ar do ambiente para fora o que causa uma pressão negativa no ambiente fazendo com que o ar de fora do ambiente entre pelo vão das portas e janelas acontece que o ar de fora do ambiente é quente a pressão negativa que ele cria no ambiente é grande que pode ser notada ao destrancar a porta ele abre sozinha para o ar de fora entrar devido a diferença de pressão não comprem é realmente muito ruim o que gostei não há necessidade de quebrar a parede o que não gostei muito pouco eficiente só refresca se você apontar a saída de ar para você;-1;;;;;;;;;;;;;;;Negativo;
Adquiri um modelo MS-1451, e desde então só tenho enfrentado problemas. Primeiramente houve um problema de Software, com apenas algumas semanas de uso do produto, entrei em contato com a Assistência Técnica (que possui PÉSSIMO atendimento) e depois de quase 2 meses recebi o notebook de volta, porém agora com a VERSÃO ERRADA DE WINDOWS!Tive que reenviar meu notebook por correio à Assistência. Aproximadamente 1 ano e 2 meses depois, meu computador começou a apresentar falhas na exibição de imagens, como estava fora do prazo de garantia, imaginei estar relacionado à algum problema de mal contato que seria facilmente resolvido numa Assistência Técnica qualquer particular. Convivi com o problema, que não chegava a ser tão incomodo, já que a imagem ficava perfeita, quando a tela estava posicionada numa dada posição, porém agora, seu uso está impraticável. Ao levar à uma Assistência Técnica fui informada q trata-se de um CURTO-CIRCUITO na tela, e que teria que troca-la desembolsando R$500,0 O que gostei: Bom design O que não gostei: Diz ter Bluetooth que não tem, apresentou defeitos com menos de 2 meses de uso. Assistência Técnica só existe em uma cidade no Estado de São Paulo para atender todo o Brasil.;;adquiri um modelo ms1451 e desde então só tenho enfrentado problemas primeiramente houve um problema de software com apenas algumas semanas de uso do produto entrei em contato com a assistência técnica que possui péssimo atendimento e depois de quase 2 meses recebi o notebook de volta porém agora com a versão errada de windowstive que reenviar meu notebook por correio à assistência aproximadamente 1 ano e 2 meses depois meu computador começou a apresentar falhas na exibição de imagens como estava fora do prazo de garantia imaginei estar relacionado à algum problema de mal contato que seria facilmente resolvido numa assistência técnica qualquer particular convivi com o problema que não chegava a ser tão incomodo já que a imagem ficava perfeita quando a tela estava posicionada numa dada posição porém agora seu uso está impraticável ao levar à uma assistência técnica fui informada q tratase de um curtocircuito na tela e que teria que trocala desembolsando r500 o que gostei bom design o que não gostei diz ter bluetooth que não tem apresentou defeitos com menos de 2 meses de uso assistência técnica só existe em uma cidade no estado de são paulo para atender todo o brasil;-1;;;;;;;;;;;;;;;Negativo;
Não tenho e, após uma vasta pesquisa incluindo contato com o próprio fabricante, não compraria. Não consigo entender porque um fabricante renomado lança um aparelho que nos obrigaria a redigitar praticamente toda a agenda de contatos e não incluiria um software que nos permita manter atualizada a lista de tarefas e calendário com o computador pessoal. É decepcionante... O que gostei: Bom design, caneta stillus, estrutura robusta, querty virtual (através da tela) e vem de uma marca que tem boa infra-estrutura de suporte e serviços. O que não gostei: Aparelho relativamente grande e, nos casos de pessoas profissionais que utilizam para trabalhar apresenta um grande problema que é a falta de sincronismo dos contatos e calendário com o Outlook. Ou seja, comprar este aparelho irá obrigar o usuário a recadastrar praticamente todos os seus contatos, um a um, além de não manter a agenda de atividades atualizada com o computador ou notebook.;;não tenho e após uma vasta pesquisa incluindo contato com o próprio fabricante não compraria não consigo entender porque um fabricante renomado lança um aparelho que nos obrigaria a redigitar praticamente toda a agenda de contatos e não incluiria um software que nos permita manter atualizada a lista de tarefas e calendário com o computador pessoal é decepcionante o que gostei bom design caneta stillus estrutura robusta querty virtual através da tela e vem de uma marca que tem boa infraestrutura de suporte e serviços o que não gostei aparelho relativamente grande e nos casos de pessoas profissionais que utilizam para trabalhar apresenta um grande problema que é a falta de sincronismo dos contatos e calendário com o outlook ou seja comprar este aparelho irá obrigar o usuário a recadastrar praticamente todos os seus contatos um a um além de não manter a agenda de atividades atualizada com o computador ou notebook;-1;;;;;;;;;;;;;;;Negativo;
O celular parece interessante à primeira vista, principalmente para quem gosta de um teclado físico, tem um bom gps inclusive. Mas o desempenho é muito fraco. Saiu de fábrica com um android já ultrapassado e nele ficou até hoje, o que impossiblita a instalação de aplicativos mais novos e mesmo de jogos tradicionais, como o AngryBirds, que só rodam precariamente se você alterar demais o aparelho. Os que gostam de customizar o aparelho também vão se decepcionar, já que o aparelho não possuí nenhum sistema alternativo disponível (ninguém se animou a desenvolver). Não possuí qualquer diferencial que o torne realmente atrativo diante de outros smartphones na mesma faixa de preço. A tela é pequena para as funções cotidianas de quem realmente utiliza um smartphone e o processador não aguenta tarefas mais robustas. Para quem não precisa realmente de um smartphone pode até acabar funcionando, mas existem outros com o mesmo preço e com desempenho superior.;;o celular parece interessante à primeira vista principalmente para quem gosta de um teclado físico tem um bom gps inclusive mas o desempenho é muito fraco saiu de fábrica com um android já ultrapassado e nele ficou até hoje o que impossiblita a instalação de aplicativos mais novos e mesmo de jogos tradicionais como o angrybirds que só rodam precariamente se você alterar demais o aparelho os que gostam de customizar o aparelho também vão se decepcionar já que o aparelho não possuí nenhum sistema alternativo disponível ninguém se animou a desenvolver não possuí qualquer diferencial que o torne realmente atrativo diante de outros smartphones na mesma faixa de preço a tela é pequena para as funções cotidianas de quem realmente utiliza um smartphone e o processador não aguenta tarefas mais robustas para quem não precisa realmente de um smartphone pode até acabar funcionando mas existem outros com o mesmo preço e com desempenho superior;-1;;;;;;;;;;;;;;;Negativo;
Olha gostei da impressora, ela imprime muito rápido e boa qualidade, porem se o papel tiver um MINIMO de amassado, ela ENGOLE o papel e ñ o imprime. PRÓS: preço e tamanho. CONTRAS: toner acaba com aprox 500 folhas e é muito difícil de encontrar barato o minimo vc gastará 100 reais num compatível, e original custa 300 o preço da impressora, qualidade RASCUNHO ñ dá pra enchergar o que foi impresso, o chip ñ possuí reset pra vc mesmo recarregar o tonner, vc tem de cobrar mais caro para imprimir ou tirar xerox para ñ ficar no prejuízo, a parte de xerox É MUITO LENTA, ela ñ puxa todo o papel da bandeija, quando uns 10 papeis ela puxa tudo. enfim, esta é minha opinião, se quiserem ter dor de cabeça pra recarregar toda semana o tonner comprem ela...;;olha gostei da impressora ela imprime muito rápido e boa qualidade porem se o papel tiver um minimo de amassado ela engole o papel e ñ o imprime prós preço e tamanho contras toner acaba com aprox 500 folhas e é muito difícil de encontrar barato o minimo vc gastará 100 reais num compatível e original custa 300 o preço da impressora qualidade rascunho ñ dá pra enchergar o que foi impresso o chip ñ possuí reset pra vc mesmo recarregar o tonner vc tem de cobrar mais caro para imprimir ou tirar xerox para ñ ficar no prejuízo a parte de xerox é muito lenta ela ñ puxa todo o papel da bandeija quando uns 10 papeis ela puxa tudo enfim esta é minha opinião se quiserem ter dor de cabeça pra recarregar toda semana o tonner comprem ela;-1;;;;;;;;;;;;;;;Negativo;
Aquece também demais pelo lado de fora um perigo pra quem tem criança, não tem proteção, é um mterial que fica muito quente por fora!! O que gostei: Aquece rápido, mas não tem proteção pelas laterais, qualquer um pode se queimar!! O que não gostei: O problema do aquecedor é quando ele pára de funcionar, além de vce ser mal atendido pela empresa, assistência técnica aqui no meu estado sómente em Lages SC, imagine vce comprar um aparelho e ter q enviar pra outro lugar só pra trocar aquela peça que aquece?? isso é vergonhoso. Querem vender pra todo o Brasil e colocam somente uma empresa só para atender tdo o estado de sta catarina!! estou com ele emncalhado aqui em casa!!;;aquece também demais pelo lado de fora um perigo pra quem tem criança não tem proteção é um mterial que fica muito quente por fora o que gostei aquece rápido mas não tem proteção pelas laterais qualquer um pode se queimar o que não gostei o problema do aquecedor é quando ele pára de funcionar além de vce ser mal atendido pela empresa assistência técnica aqui no meu estado sómente em lages sc imagine vce comprar um aparelho e ter q enviar pra outro lugar só pra trocar aquela peça que aquece isso é vergonhoso querem vender pra todo o brasil e colocam somente uma empresa só para atender tdo o estado de sta catarina estou com ele emncalhado aqui em casa;-1;;;;;;;;;;;;;;;Negativo;
começou desligar sozinho e agora tenho um celular que não funciona Prezados boa tarde. Com muita indignação e desprezo venho comunicar que após 1 semana de uso meu celular modelo Neo One Gc 500 parou de funcionar, no quiosque no Eldorado em tentativa de auxílio informaram o número do SAC (que não atende), no fale conosco muito grosseiramente mandaram ligar no sac quando disse que não atendia não me responderam mais, sinto que joguei dinheiro fora. Preciso de ajuda após horas de tentativa de contato através do SAC e email, solicito encarecidamente um contato para troca do meu celular, não aceitarei mais reparo. Convido aos senhores ligarem no SAC de vocês para constatarem a falta de qualidade e vergonha que apresentam para seu cliente final. Agradeço muito o retorno de vocês, porém, a atitude ridícula da Gerente do Sac a Denise obteve em relação a situação foi constrangedora. No dia 05/02 a Edilaine entrou em contato comigo e informei que meu cel não funcionava e que estive na loja para ver o que acontecia e tentar troca e fui informada que depois de 3 dias não era possível, depois de 1 semana parou de funcionar de vez, me disse que devolveriam meu dinheiro e encaminharia meu cel por correio, como fiquei com medo de extraviar, informou que verificaria a possibilidade de deixar o cel no quiosque que adquiri, entrou em contato comigo diariamente informando que aguardava a autorização para devolver no quiosque Eldorado. Hoje a Edilaine me informa que não devolveram meu dinheiro O que gostei: esteticamente bonito. Não recomento O que não gostei: http://www.reclameaqui.com.br/4460924/gradiente-cbtd/descaso-com-cliente-pessima-qualidade-celular-neo-one-gc-500/;;começou desligar sozinho e agora tenho um celular que não funciona prezados boa tarde com muita indignação e desprezo venho comunicar que após 1 semana de uso meu celular modelo neo one gc 500 parou de funcionar no quiosque no eldorado em tentativa de auxílio informaram o número do sac que não atende no fale conosco muito grosseiramente mandaram ligar no sac quando disse que não atendia não me responderam mais sinto que joguei dinheiro fora preciso de ajuda após horas de tentativa de contato através do sac e email solicito encarecidamente um contato para troca do meu celular não aceitarei mais reparo convido aos senhores ligarem no sac de vocês para constatarem a falta de qualidade e vergonha que apresentam para seu cliente final agradeço muito o retorno de vocês porém a atitude ridícula da gerente do sac a denise obteve em relação a situação foi constrangedora no dia 0502 a edilaine entrou em contato comigo e informei que meu cel não funcionava e que estive na loja para ver o que acontecia e tentar troca e fui informada que depois de 3 dias não era possível depois de 1 semana parou de funcionar de vez me disse que devolveriam meu dinheiro e encaminharia meu cel por correio como fiquei com medo de extraviar informou que verificaria a possibilidade de deixar o cel no quiosque que adquiri entrou em contato comigo diariamente informando que aguardava a autorização para devolver no quiosque eldorado hoje a edilaine me informa que não devolveram meu dinheiro o que gostei esteticamente bonito não recomento o que não gostei;-1;;;;;;;;;;;;;;;Negativo;
Mais outro aparelho ordinário da Motorola. Passei 8 anos sem comprar essa marca e cai no conto do otário de novo. Primeiro de tudo, antes de se acessar a internet você precisa reiniciar o aparelho para que o sinal 2 ou 3G apareça. Se isso nao acontecer você deve ir em programa e limpar o cache do navegador e reiniciar o celular novamente e ele voltará a se conectar. Bem legal ficar fazendo isso sempre que quiser se conectar. Uma vez conectado você irá desfrutar da banda estreira brasileira. Passando o sufoco voce quer instalar algo? Nao instale, porque se instalar o funcionanmento do dual chip que já era ruim fica impossível. O telefone só irá funcionar um chip de cada vez. Se querem comprar um smart phone dual esqueçam ou optem pelo samsung que é a única marca que não vende celular com defeito de fábrica. Resumindo, quero ser o maior *** do mundo se voltar a comprar nessa vida uma aparelho dessa marca. O que gostei: Dual Chip e Design. O que não gostei: Aparelo cheios de bugs. Não funciona dual chip direito, trava chips. Instalação de programa detona o sistema operacional e piora ainda mais o uso de dois chips. Uma droga de aparelho. Não recomendo ninguém comprar;;mais outro aparelho ordinário da motorola passei 8 anos sem comprar essa marca e cai no conto do otário de novo primeiro de tudo antes de se acessar a internet você precisa reiniciar o aparelho para que o sinal 2 ou 3g apareça se isso nao acontecer você deve ir em programa e limpar o cache do navegador e reiniciar o celular novamente e ele voltará a se conectar bem legal ficar fazendo isso sempre que quiser se conectar uma vez conectado você irá desfrutar da banda estreira brasileira passando o sufoco voce quer instalar algo nao instale porque se instalar o funcionanmento do dual chip que já era ruim fica impossível o telefone só irá funcionar um chip de cada vez se querem comprar um smart phone dual esqueçam ou optem pelo samsung que é a única marca que não vende celular com defeito de fábrica resumindo quero ser o maior  do mundo se voltar a comprar nessa vida uma aparelho dessa marca o que gostei dual chip e design o que não gostei aparelo cheios de bugs não funciona dual chip direito trava chips instalação de programa detona o sistema operacional e piora ainda mais o uso de dois chips uma droga de aparelho não recomendo ninguém comprar;-1;;;;;;;;;;;;;;;Negativo;
Produto em linhas gerais ótimo para as tarefas corriqueiras, ressalte-se a tela antirreflexiva, um conforto para trabalhar, constituindo um contraponto muito positivo e quase único, num mercado dominado pelas telas reflexivas glossy. Também positiva é a bateria que em muitos produtos deixa a desejar. Peso mais leve que pesado, tem um design discreto, mas bem elegante. Pelo lado negativo temos a falta de pelo menos uma porta USB3.0, um manco quase que inaceitável no dias de hoje. Some-se o teclado bom, mas com detalhes péssimos, entre eles a grande tecla Fixa e a localização do Ponto de Interrogação, com acesso apenas pela tecla AltGr. O Windows 8, SO feito sob medida para tablets e smartphones, e não para PCs e Notes, fecha o conjunto dos pontos negativos. Poderíamos debitar isso às imposições da Microsoft. Mas não fica por aí. A Samsung não valida a garantia sobre o aparelho, se for desinstalado o Windows 8 e instalado outro SO, como o Windows 7. É direito da Samsung estabelecer a garantia como bem entender, mas isso deveria estar bem claro na hora da compra. Mas fica para ser descoberto pelo usuário nas páginas de suporte ao cliente. Em síntese, aparelho de bom custo-benefício se vc se dispor a usar o (no meu entender péssimo) Windows 8. (Eu arriscarei a troca do SO, pois minha esposa não usará o aparelho do jeito que está).;;produto em linhas gerais ótimo para as tarefas corriqueiras ressaltese a tela antirreflexiva um conforto para trabalhar constituindo um contraponto muito positivo e quase único num mercado dominado pelas telas reflexivas glossy também positiva é a bateria que em muitos produtos deixa a desejar peso mais leve que pesado tem um design discreto mas bem elegante pelo lado negativo temos a falta de pelo menos uma porta usb30 um manco quase que inaceitável no dias de hoje somese o teclado bom mas com detalhes péssimos entre eles a grande tecla fixa e a localização do ponto de interrogação com acesso apenas pela tecla altgr o windows 8 so feito sob medida para tablets e smartphones e não para pcs e notes fecha o conjunto dos pontos negativos poderíamos debitar isso às imposições da microsoft mas não fica por aí a samsung não valida a garantia sobre o aparelho se for desinstalado o windows 8 e instalado outro so como o windows 7 é direito da samsung estabelecer a garantia como bem entender mas isso deveria estar bem claro na hora da compra mas fica para ser descoberto pelo usuário nas páginas de suporte ao cliente em síntese aparelho de bom custobenefício se vc se dispor a usar o no meu entender péssimo windows 8 eu arriscarei a troca do so pois minha esposa não usará o aparelho do jeito que está;-1;;;;;;;;;;;;;;;Negativo;
Comprei esse celular pois precisava de um dual chip e não queria gastar muito e como era Samsung, que eu considero uma boa marca, achei que era uma boa opção. No começo achei bom mas logo percebi que me enganei. Ele possui pouca memória interna, logo não é possível instalar muitos aplicativos, instalei uns dois e a partir do terceiro ele começou a acusar que a memória estava baixa e que não era possível prosseguir com novas instalações, nem atualizações dos aplicativos que possuo eu posso fazer. Não demorou muito o cartão de memória dele apresentou problemas. A internet mesmo na Wi-Fi com banda larga ainda é lenta, nem preciso comentar da 3G. Resumindo... Não recomendo a compra deste produto.;;comprei esse celular pois precisava de um dual chip e não queria gastar muito e como era samsung que eu considero uma boa marca achei que era uma boa opção no começo achei bom mas logo percebi que me enganei ele possui pouca memória interna logo não é possível instalar muitos aplicativos instalei uns dois e a partir do terceiro ele começou a acusar que a memória estava baixa e que não era possível prosseguir com novas instalações nem atualizações dos aplicativos que possuo eu posso fazer não demorou muito o cartão de memória dele apresentou problemas a internet mesmo na wifi com banda larga ainda é lenta nem preciso comentar da 3g resumindo não recomendo a compra deste produto;-1;;;;;;;;;;;;;;;Negativo;
"Não compraria de novo, pois tive diversos problemas com ele, que chegou a ir 2 vezes pra Assistência Técnica, ficar por mais de 14 lá em cada vez e voltar com o mesmo defeito. Conversei com outras pessoas e todas concordam que ele descasca muito rápido. Um celular nesse preço não deveri ser tão frágil. O que gostei: Bonito, leve, tem espelho na frente (mesmo quando a cor não é prata), fácil de mexer O que não gostei: Descasca muito rápido (a parte ao lado do espelho começou a descascar com 2 meses de uso e hoje já não tem nada. Fora a mão que fica toda brilhante quando ele descasca); muito lento; trava toda hora.";;não compraria de novo pois tive diversos problemas com ele que chegou a ir 2 vezes pra assistência técnica ficar por mais de 14 lá em cada vez e voltar com o mesmo defeito conversei com outras pessoas e todas concordam que ele descasca muito rápido um celular nesse preço não deveri ser tão frágil o que gostei bonito leve tem espelho na frente mesmo quando a cor não é prata fácil de mexer o que não gostei descasca muito rápido a parte ao lado do espelho começou a descascar com 2 meses de uso e hoje já não tem nada fora a mão que fica toda brilhante quando ele descasca muito lento trava toda hora;-1;;;;;;;;;;;;;;;Negativo;
- painel eletronico deu defeito logo no segundo ano de uso. - ao chamar assistencia tecnica, além de pagar pela visita p informar q o problema era o painel... (eu ja sabia!) demorou quase 15 dias p darem o valor do orçamento. - o orçamento foi de 620,00 - ou seja, a metade do valor de uma nova. (mais 40,00 de visita técnica e mais 40,00 de outra visita p tirar a teima = 700,00 no total.) - ao sinalizar positivo p o orçamento, fui informada q a peça chegaria depois de 45 dias úteis. (a diferença de comprar uma nova, é q na loja eu ainda pago em prestaçóes... a peça eu tenho q pagar a vista, antes mesmo da entrega!!!) O que gostei: - interior em inox - 2 helices q jorram água - tamanho - facilidade em lidar c os programas. O que não gostei: - o painel dá problemas - a assistencia técnica é demorada - custo x benefício ZERO.;;painel eletronico deu defeito logo no segundo ano de uso  ao chamar assistencia tecnica além de pagar pela visita p informar q o problema era o painel eu ja sabia demorou quase 15 dias p darem o valor do orçamento  o orçamento foi de 6200  ou seja a metade do valor de uma nova mais 400 de visita técnica e mais 400 de outra visita p tirar a teima  700 no total  ao sinalizar positivo p o orçamento fui informada q a peça chegaria depois de 45 dias úteis a diferença de comprar uma nova é q na loja eu ainda pago em prestaçóes a peça eu tenho q pagar a vista antes mesmo da entrega o que gostei  interior em inox  2 helices q jorram água  tamanho  facilidade em lidar c os programas o que não gostei  o painel dá problemas  a assistencia técnica é demorada  custo x benefício zero;-1;;;;;;;;;;;;;;;Negativo;
Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf Teste af f af af asf;;teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf teste af f af af asf;-1;;;;;;;;;;;;;;;Negativo;
"Comprei o produto na Americanas.com em outubro/2010. Logo deu problema, com a rede wireless funcionando de forma intermitente. Após vários contatos com a HP, em que observava-se que ""não sabiam muito bem como resolver o problema"", mandaram buscar o notebook e leva-lo para a oficina. Após cerca de 30 dias na oficina, o produto voltou, tendo sido apenas reinstalado o programa original. Pois bem, o produto continua apresentando o mesmo problema e será novamente recolhido para a oficina. Pedi um novo notebook ou a devolução de meu dinheiro e não autorizaram. Vou ao procon e, se necessário, à justiça. O que gostei: design O que não gostei: wireless não funciona, bateria tem duração muito curta (menos de 2 horas)";;comprei o produto na americanascom em outubro2010 logo deu problema com a rede wireless funcionando de forma intermitente após vários contatos com a hp em que observavase que não sabiam muito bem como resolver o problema mandaram buscar o notebook e levalo para a oficina após cerca de 30 dias na oficina o produto voltou tendo sido apenas reinstalado o programa original pois bem o produto continua apresentando o mesmo problema e será novamente recolhido para a oficina pedi um novo notebook ou a devolução de meu dinheiro e não autorizaram vou ao procon e se necessário à justiça o que gostei design o que não gostei wireless não funciona bateria tem duração muito curta menos de 2 horas;-1;;;;;;;;;;;;;;;Negativo;
